('2024-12-03 00:00:00', '2024-12-10 00:00:00', NOW(), NOW(), 1, 1),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 164, 1),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 1, 4),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 39, 6),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 104, 9),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 191, 10),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 192, 9),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 55, 8),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 113, 6),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 52, 10),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 155, 10),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 28, 9),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 92, 1),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 131, 8),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 183, 6),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 37, 7),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 96, 6),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 120, 3),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 153, 6),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 133, 2),
('2025-01-27 00:00:00', '2025-02-03 00:00:00', NOW(), NOW(), 135, 9),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 193, 3),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 194, 9),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 195, 3),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 196, 3),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 197, 4),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 198, 4),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 199, 7),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 200, 9),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 201, 6),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 202, 10),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 203, 3),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 204, 10),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 205, 7),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 206, 3),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 207, 7),
('2025-01-28 00:00:00', '2025-02-04 00:00:00', NOW(), NOW(), 208, 1),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 209, 2),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 210, 3),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 163, 10),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 29, 2),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 124, 1),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 61, 3),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 182, 2),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 56, 10),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 178, 2),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 140, 2),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 96, 3),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 27, 1),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 169, 3),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 168, 5),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 171, 4),
('2025-01-29 00:00:00', '2025-02-05 00:00:00', NOW(), NOW(), 90, 2),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 211, 6),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 212, 6),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 11, 9),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 55, 1),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 54, 7),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 202, 5),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 2, 9),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 49, 2),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 205, 8),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 105, 2),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 151, 3),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 159, 5),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 71, 6),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 108, 5),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 195, 7),
('2025-01-30 00:00:00', '2025-02-06 00:00:00', NOW(), NOW(), 132, 8),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 213, 2),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 214, 8),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 66, 10),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 75, 8),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 104, 2),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 136, 10),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 202, 7),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 63, 6),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 17, 10),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 80, 3),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 151, 3),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 121, 5),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 16, 6),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 22, 8),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 85, 4),
('2025-01-31 00:00:00', '2025-02-07 00:00:00', NOW(), NOW(), 88, 4),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 215, 7),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 216, 4),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 209, 5),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 189, 2),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 53, 8),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 172, 8),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 39, 5),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 127, 8),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 140, 9),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 32, 6),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 6, 3),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 146, 10),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 42, 3),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 54, 10),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 192, 10),
('2025-02-03 00:00:00', '2025-02-10 00:00:00', NOW(), NOW(), 25, 8),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 217, 1),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 218, 4),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 219, 6),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 220, 6),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 221, 7),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 222, 9),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 223, 5),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 224, 5),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 225, 5),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 226, 8),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 227, 9),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 228, 3),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 229, 6),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 230, 4),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 231, 2),
('2025-02-04 00:00:00', '2025-02-11 00:00:00', NOW(), NOW(), 232, 4),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 233, 9),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 234, 3),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 181, 4),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 31, 1),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 47, 1),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 27, 9),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 125, 10),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 78, 10),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 32, 4),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 104, 5),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 67, 7),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 24, 5),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 14, 8),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 200, 1),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 58, 5),
('2025-02-05 00:00:00', '2025-02-12 00:00:00', NOW(), NOW(), 170, 1),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 235, 5),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 236, 1),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 156, 8),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 210, 3),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 110, 4),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 174, 9),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 46, 5),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 182, 10),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 129, 6),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 80, 5),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 27, 7),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 54, 3),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 44, 10),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 89, 1),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 184, 6),
('2025-02-06 00:00:00', '2025-02-13 00:00:00', NOW(), NOW(), 78, 1),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 237, 4),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 238, 4),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 225, 7),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 153, 9),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 28, 5),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 37, 1),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 199, 10),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 122, 10),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 45, 6),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 81, 8),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 146, 9),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 56, 4),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 2, 1),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 85, 3),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 96, 6),
('2025-02-07 00:00:00', '2025-02-14 00:00:00', NOW(), NOW(), 35, 4),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 239, 6),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 240, 7),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 221, 10),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 222, 8),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 188, 9),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 156, 9),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 45, 1),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 178, 7),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 209, 10),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 135, 6),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 92, 8),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 122, 3),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 187, 1),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 58, 5),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 152, 9),
('2025-02-10 00:00:00', '2025-02-17 00:00:00', NOW(), NOW(), 116, 1),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 241, 7),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 242, 7),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 243, 7),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 244, 3),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 245, 5),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 246, 2),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 247, 8),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 248, 6),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 249, 6),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 250, 4),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 251, 6),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 252, 6),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 253, 4),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 254, 8),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 255, 3),
('2025-02-11 00:00:00', '2025-02-18 00:00:00', NOW(), NOW(), 256, 8),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 257, 2),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 258, 4),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 136, 1),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 142, 8),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 253, 8),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 68, 6),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 65, 8),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 139, 1),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 237, 8),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 133, 8),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 235, 6),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 151, 2),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 112, 10),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 223, 2),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 44, 7),
('2025-02-12 00:00:00', '2025-02-19 00:00:00', NOW(), NOW(), 148, 4),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 259, 4),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 260, 7),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 211, 5),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 98, 9),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 168, 7),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 48, 6),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 96, 9),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 210, 10),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 190, 10),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 144, 5),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 131, 2),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 152, 3),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 85, 1),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 67, 9),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 66, 2),
('2025-02-13 00:00:00', '2025-02-20 00:00:00', NOW(), NOW(), 207, 8),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 261, 8),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 262, 8),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 130, 10),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 236, 1),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 9, 10),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 107, 4),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 166, 5),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 190, 3),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 197, 7),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 110, 6),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 111, 2),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 87, 7),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 172, 7),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 102, 3),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 51, 8),
('2025-02-14 00:00:00', '2025-02-21 00:00:00', NOW(), NOW(), 61, 7),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 263, 6),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 264, 7),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 21, 5),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 261, 2),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 91, 4),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 17, 1),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 163, 7),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 200, 9),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 240, 3),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 75, 5),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 136, 3),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 159, 5),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 1, 10),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 245, 1),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 7, 10),
('2025-02-17 00:00:00', '2025-02-24 00:00:00', NOW(), NOW(), 198, 3),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 265, 5),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 266, 9),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 267, 5),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 268, 10),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 269, 6),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 270, 6),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 271, 2),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 272, 4),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 273, 1),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 274, 4),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 275, 6),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 276, 2),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 277, 8),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 278, 2),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 279, 8),
('2025-02-18 00:00:00', '2025-02-25 00:00:00', NOW(), NOW(), 280, 7),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 281, 7),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 282, 7),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 164, 4),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 166, 10),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 127, 10),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 145, 8),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 247, 2),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 216, 6),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 176, 3),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 20, 9),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 220, 3),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 34, 10),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 4, 6),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 141, 10),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 201, 4),
('2025-02-19 00:00:00', '2025-02-26 00:00:00', NOW(), NOW(), 260, 1),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 283, 5),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 284, 2),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 89, 9),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 207, 10),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 73, 3),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 75, 7),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 142, 8),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 71, 5),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 220, 9),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 272, 3),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 255, 3),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 27, 9),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 58, 8),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 152, 1),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 184, 10),
('2025-02-20 00:00:00', '2025-02-27 00:00:00', NOW(), NOW(), 209, 8),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 285, 2),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 286, 2),
